customer_id,first_name,last_name,gender,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,address_id,property_valuation
593,Eugenius,Packe,Male,1984-08-07 00:00:00,Structural Analysis Engineer,,Mass Customer,N,No,592,7
594,Humfrey,Frankland,Male,1980-07-22 00:00:00,Office Assistant II,,Mass Customer,N,No,593,12
595,Nikola,Jeanon,Male,1973-05-12 00:00:00,VP Marketing,Financial Services,Mass Customer,N,No,594,8
596,Sue,Chapelhow,Female,1968-10-20 00:00:00,Recruiter,Property,Affluent Customer,N,No,595,8
597,Cassandra,Aucoate,Female,1954-12-10 00:00:00,Recruiter,Manufacturing,Mass Customer,N,No,596,11
598,Zebulen,Swadon,Male,1967-06-27 00:00:00,Financial Advisor,Financial Services,High Net Worth,N,No,597,3
599,Ernestus,Cruden,U,,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,598,5
600,Duke,Allnatt,Male,1974-05-10 00:00:00,Nurse,Argiculture,Mass Customer,N,Yes,599,8
601,Ken,Renfree,Male,1992-12-04 00:00:00,Senior Quality Engineer,Retail,High Net Worth,N,Yes,600,8
602,Lebbie,Bruck,Female,1992-03-28 00:00:00,Office Assistant II,,High Net Worth,N,Yes,601,8
603,Alidia,Durrett,Female,1987-04-18 00:00:00,Marketing Assistant,Financial Services,Affluent Customer,N,No,602,11
604,Mella,Petrovsky,Female,1998-02-10 00:00:00,Help Desk Operator,IT,Affluent Customer,N,No,603,6
605,Bart,Creenan,Male,1972-03-26 00:00:00,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,604,9
606,Filia,Rosson,Female,1989-07-16 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,605,6
607,Adelaida,Redmond,Female,1976-08-10 00:00:00,Dental Hygienist,Health,Mass Customer,N,No,606,8
608,Alisun,Heinecke,Female,1980-01-08 00:00:00,Accounting Assistant I,Retail,High Net Worth,N,Yes,607,11
609,Margalit,Dorwood,Female,2000-11-06 00:00:00,Computer Systems Analyst II,Health,Mass Customer,N,No,608,9
610,Hyatt,Craine,Male,1958-03-16 00:00:00,Help Desk Technician,Financial Services,Mass Customer,N,Yes,609,11
611,Otto,Huriche,Male,1986-12-20 00:00:00,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,610,9
612,Grange,Skillington,Male,1962-01-12 00:00:00,GIS Technical Architect,Health,Mass Customer,N,No,611,4
613,Carolann,O'Hallagan,Female,1989-11-14 00:00:00,Analyst Programmer,Property,High Net Worth,N,No,612,7
614,Nonnah,Johns,Female,1995-09-12 00:00:00,,Manufacturing,Mass Customer,N,Yes,613,7
615,Rebeca,Martonfi,Female,1956-05-11 00:00:00,Human Resources Assistant I,Property,Mass Customer,N,No,614,9
616,Perl,Bysaker,Female,1995-07-13 00:00:00,,Health,High Net Worth,N,No,615,3
617,Idell,Cole,Female,1960-08-01 00:00:00,Director of Sales,Property,Mass Customer,N,No,616,7
618,Lucho,Mitie,Male,1962-04-05 00:00:00,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,617,3
619,Finn,Dahlman,Male,1977-08-14 00:00:00,Speech Pathologist,Property,Mass Customer,N,No,618,3
620,Willy,Langley,Female,1973-03-26 00:00:00,Financial Analyst,Financial Services,Mass Customer,N,Yes,619,8
621,Constantin,Giacobbo,Male,1964-11-29 00:00:00,Systems Administrator III,,High Net Worth,N,No,620,7
622,Arri,Lamden,Male,1968-10-18 00:00:00,,Financial Services,Mass Customer,N,No,621,7
623,Hazel,Brokenshire,Male,1988-04-23 00:00:00,Health Coach II,Property,High Net Worth,N,No,622,5
624,Winny,Girtin,Male,1976-01-13 00:00:00,Research Assistant II,Manufacturing,Mass Customer,N,Yes,623,4
625,Abra,Probets,Female,1974-11-27 00:00:00,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,624,1
626,Albrecht,Forty,Male,1992-11-24 00:00:00,Geological Engineer,Manufacturing,Mass Customer,N,No,625,10
627,Shanta,Knill,Female,1970-09-24 00:00:00,,,High Net Worth,N,No,626,8
628,Mallissa,Gillespie,Female,1981-10-24 00:00:00,Actuary,Financial Services,Mass Customer,N,No,627,8
629,Basil,Brellin,Male,1960-12-06 00:00:00,Chemical Engineer,Manufacturing,High Net Worth,N,No,628,8
630,D'arcy,Rowden,Male,1986-08-11 00:00:00,Statistician III,Property,Affluent Customer,N,Yes,629,3
631,Ortensia,Dronsfield,Female,1966-09-14 00:00:00,Computer Systems Analyst I,Health,Affluent Customer,N,No,630,8
632,Angeli,O'Hegertie,Male,1998-04-26 00:00:00,General Manager,Health,Mass Customer,N,No,631,9
633,Alair,Hopkins,Male,1986-03-12 00:00:00,Nurse,,High Net Worth,N,Yes,632,8
634,Melonie,Zisneros,Female,1978-01-30 00:00:00,Speech Pathologist,Manufacturing,Mass Customer,N,No,633,6
635,Joelle,Prior,Female,1976-09-25 00:00:00,Programmer Analyst IV,,Mass Customer,N,Yes,634,7
636,Alejandrina,Canavan,Female,1971-09-02 00:00:00,Systems Administrator II,,Mass Customer,N,No,635,9
637,Mercy,Wilsone,Female,1976-09-23 00:00:00,Health Coach I,Health,High Net Worth,N,No,636,6
638,Joey,Ledram,Male,1967-04-29 00:00:00,,Manufacturing,High Net Worth,N,No,637,8
639,Mayor,Ismay,Male,1974-06-03 00:00:00,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,638,4
640,Galvin,O'Keenan,Male,1975-07-12 00:00:00,Librarian,Entertainment,High Net Worth,N,Yes,639,1
641,Foster,Haysar,Male,1974-11-21 00:00:00,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,640,10
642,Les,Mines,Male,1972-12-19 00:00:00,Automation Specialist IV,Property,Mass Customer,N,No,641,2
643,Carolee,Butters,Female,1982-12-29 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,642,9
644,Tomlin,Hastwall,Male,1999-12-22 00:00:00,Administrative Officer,Health,Affluent Customer,N,No,643,7
645,Randolf,Durant,Male,1971-04-01 00:00:00,Analyst Programmer,,High Net Worth,N,No,644,8
646,Rowena,Parchment,Female,1973-07-22 00:00:00,Human Resources Manager,Manufacturing,Affluent Customer,N,No,645,7
647,Stanislas,Baildon,Male,1957-01-23 00:00:00,Assistant Manager,Retail,Mass Customer,N,Yes,646,12
648,Gardiner,Nutley,Male,1978-06-04 00:00:00,Accountant II,Financial Services,Mass Customer,N,Yes,647,3
649,Krissie,Dinan,Female,1974-12-07 00:00:00,Legal Assistant,Financial Services,Mass Customer,N,Yes,648,4
650,Matthew,Petschelt,Male,1977-10-24 00:00:00,Assistant Manager,Health,Mass Customer,N,No,649,8
651,Minni,Deegin,Female,1973-10-24 00:00:00,Tax Accountant,Health,Affluent Customer,N,No,650,8
652,Edee,Stoker,Female,1996-11-24 00:00:00,Staff Scientist,Financial Services,High Net Worth,N,Yes,651,5
653,Maxy,Hurles,Male,1968-01-28 00:00:00,Graphic Designer,Financial Services,Affluent Customer,N,Yes,652,7
654,Noelani,Andreuzzi,Female,1993-05-19 00:00:00,Administrative Officer,Manufacturing,Affluent Customer,N,No,653,9
655,Stuart,Gebhardt,Male,1974-11-25 00:00:00,General Manager,Manufacturing,Affluent Customer,N,Yes,654,12
656,Marty,Lebreton,Female,1978-11-17 00:00:00,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,655,10
657,Hoyt,,Male,1993-02-18 00:00:00,Safety Technician II,Manufacturing,Affluent Customer,N,No,656,7
658,Donn,Bonnell,Male,1944-01-24 00:00:00,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,657,9
659,Natalee,Stringman,Female,1979-10-09 00:00:00,,Financial Services,Affluent Customer,N,Yes,658,9
660,Stormi,,Female,1995-07-29 00:00:00,Geological Engineer,Manufacturing,High Net Worth,N,No,659,5
661,Cinderella,Haslen,Female,1988-05-07 00:00:00,Sales Associate,IT,High Net Worth,N,No,660,10
662,Bonnibelle,Imos,Female,1967-07-04 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,661,8
663,Massimo,Seymour,Male,1997-07-17 00:00:00,VP Sales,Property,Affluent Customer,N,Yes,662,12
664,Mathe,Scatcher,Male,1994-10-05 00:00:00,Research Nurse,Health,High Net Worth,N,No,663,9
665,Chan,Kirckman,Male,1997-04-19 00:00:00,Human Resources Assistant I,,Mass Customer,N,No,664,7
666,Anselma,Ricardon,Female,1983-11-01 00:00:00,Social Worker,Health,High Net Worth,N,Yes,665,2
667,Nicoline,Samwayes,Female,1994-03-19 00:00:00,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,666,10
668,Ebony,Threadgall,Female,1966-08-26 00:00:00,Junior Executive,Health,Mass Customer,N,No,667,1
669,Fleur,Whittlesea,Female,1980-11-02 00:00:00,Research Associate,,Mass Customer,N,No,668,7
670,Janifer,Pountain,Female,1992-11-09 00:00:00,Business Systems Development Analyst,Retail,Affluent Customer,N,No,669,7
671,Aristotle,Vanni,Male,1984-07-25 00:00:00,,Argiculture,Mass Customer,N,No,670,12
672,Kleon,Pallatina,Male,1977-01-12 00:00:00,Analog Circuit Design manager,Retail,High Net Worth,N,No,671,8
673,Artie,Ommanney,Male,1975-06-27 00:00:00,VP Sales,Health,Mass Customer,N,Yes,672,10
674,Dalila,Rosel,Female,1954-08-22 00:00:00,Developer II,,Mass Customer,N,No,673,7
675,Sharl,Wiggin,Female,1976-12-19 00:00:00,Administrative Assistant I,Financial Services,Mass Customer,N,Yes,674,9
676,Curtis,,Male,1968-05-19 00:00:00,Senior Editor,,High Net Worth,N,Yes,675,7
677,El,Toupe,Male,1997-07-28 00:00:00,Senior Cost Accountant,Financial Services,Mass Customer,N,No,676,9
678,Ambur,Symcoxe,Female,1995-08-31 00:00:00,Accounting Assistant II,IT,High Net Worth,N,No,677,8
679,Yolande,Whild,Female,1974-10-21 00:00:00,Registered Nurse,Health,Mass Customer,N,No,678,7
680,Gay,Pickersgill,U,,,IT,High Net Worth,N,Yes,679,9
681,Jobyna,Elgey,Female,1978-09-18 00:00:00,VP Product Management,Manufacturing,Mass Customer,N,Yes,680,4
682,Ole,Euplate,Male,1971-03-16 00:00:00,Health Coach IV,Health,Affluent Customer,N,Yes,681,9
683,Brennan,Gagen,Male,1962-05-16 00:00:00,,Manufacturing,Mass Customer,N,Yes,682,12
684,Malvin,,Male,1987-07-03 00:00:00,Desktop Support Technician,Financial Services,Mass Customer,N,No,683,8
685,Booth,Birkin,U,,Senior Developer,IT,Mass Customer,N,No,684,10
686,Hallie,Le feaver,Female,1954-07-17 00:00:00,GIS Technical Architect,Argiculture,High Net Worth,N,Yes,685,7
687,Welby,Ninnotti,Male,1959-02-10 00:00:00,Executive Secretary,Retail,High Net Worth,N,Yes,686,7
688,Baron,Bullus,Male,1969-02-15 00:00:00,Junior Executive,Health,High Net Worth,N,No,687,9
689,Hamnet,Berford,Male,1966-05-19 00:00:00,Senior Developer,Entertainment,High Net Worth,N,Yes,688,4
690,Lindsey,,Male,1987-03-27 00:00:00,Assistant Professor,,Affluent Customer,N,Yes,689,8
691,Carver,Carwardine,Male,1954-08-25 00:00:00,,Financial Services,Affluent Customer,N,Yes,690,8
692,Goraud,Ayling,Male,1987-12-25 00:00:00,Database Administrator IV,Property,Mass Customer,N,No,691,10
693,Bambi,Hebblethwaite,Female,1970-10-27 00:00:00,,Financial Services,Affluent Customer,N,Yes,692,7
694,Lilith,Lanning,Female,1968-12-28 00:00:00,Media Manager III,Health,Mass Customer,N,No,693,7
695,Kevan,Kubal,Male,1977-11-30 00:00:00,Engineer II,Health,High Net Worth,N,No,694,6
696,Arch,Gaitskill,Male,1966-02-06 00:00:00,Programmer Analyst II,,Affluent Customer,N,Yes,695,3
697,Weston,Brokenshaw,Male,1986-11-29 00:00:00,Environmental Specialist,Entertainment,Mass Customer,N,No,696,5
698,Ellette,Fahy,Female,1996-07-20 00:00:00,Human Resources Manager,Manufacturing,High Net Worth,N,Yes,697,12
699,Mirabella,Richter,Female,1972-08-04 00:00:00,Account Representative IV,IT,Affluent Customer,N,Yes,698,6
700,Josias,Mulliner,Male,1990-02-20 00:00:00,,Financial Services,Mass Customer,N,No,699,11
701,Ransell,Ruler,Male,1956-05-01 00:00:00,Food Chemist,Health,Mass Customer,N,Yes,700,10
702,Zorina,Bosomworth,Female,1960-02-09 00:00:00,Help Desk Technician,,Mass Customer,N,No,701,1
703,Ethelda,,Female,1966-10-31 00:00:00,,Property,Mass Customer,N,No,702,9
704,Lindsay,Acaster,Female,1998-12-08 00:00:00,Research Nurse,Health,Mass Customer,N,No,703,3
705,Eddie,Yekel,Male,1964-01-16 00:00:00,Quality Engineer,Retail,High Net Worth,N,No,704,9
706,Kane,Gaffer,Male,1990-01-06 00:00:00,Media Manager IV,Financial Services,High Net Worth,N,Yes,705,8
707,Homere,Rounds,Male,1973-07-23 00:00:00,Executive Secretary,,Mass Customer,N,Yes,706,7
708,Idalina,Wilcot,Female,1987-02-15 00:00:00,Safety Technician II,IT,Mass Customer,N,Yes,707,9
709,Holly,Cavil,Female,1979-12-11 00:00:00,Accountant III,Financial Services,Mass Customer,N,Yes,708,6
710,Benton,Oakly,Male,1970-03-01 00:00:00,Sales Representative,Retail,High Net Worth,N,Yes,709,10
711,Audrey,Vickerman,Female,1972-03-03 00:00:00,,,Affluent Customer,N,No,710,9
712,Norine,Antonik,Female,1961-05-20 00:00:00,,IT,Mass Customer,N,No,711,7
713,Adena,Northedge,Female,1994-09-26 00:00:00,Help Desk Technician,,Mass Customer,N,Yes,712,9
714,Burtie,Scintsbury,Male,1964-07-13 00:00:00,,Manufacturing,High Net Worth,N,Yes,713,11
715,Royal,Shinn,Male,1968-09-07 00:00:00,Junior Executive,,Mass Customer,N,No,714,1
716,Trescha,Preshous,Female,1979-11-09 00:00:00,Social Worker,Health,Mass Customer,N,No,715,10
717,Basilius,Spieck,Male,1976-11-20 00:00:00,VP Product Management,Manufacturing,Mass Customer,N,Yes,716,8
718,Cathe,Lorriman,Female,1978-02-18 00:00:00,Engineer I,Manufacturing,Mass Customer,N,Yes,717,9
719,Pattin,Weathey,Male,1953-12-30 00:00:00,Administrative Officer,Retail,Mass Customer,N,No,718,9
720,Darrel,Canet,Male,1931-10-23 00:00:00,Recruiting Manager,Retail,Affluent Customer,N,No,719,8
721,Harmonia,Cornock,Female,1993-08-09 00:00:00,Account Representative III,,Affluent Customer,N,Yes,720,8
722,Stewart,Brosoli,Male,1956-03-17 00:00:00,Marketing Manager,IT,Mass Customer,N,No,721,8
723,Madelina,Marte,Female,1963-08-20 00:00:00,Food Chemist,Health,Mass Customer,N,Yes,722,3
724,Heinrik,Norcock,Male,1975-08-05 00:00:00,Analog Circuit Design manager,Financial Services,Mass Customer,N,Yes,723,6
725,Gage,Crossan,Male,1965-08-27 00:00:00,Design Engineer,Health,High Net Worth,N,Yes,724,9
726,Norma,Blackbourn,Female,1978-02-10 00:00:00,Information Systems Manager,Health,Mass Customer,N,Yes,725,10
727,Lenci,Duerden,Male,1978-10-10 00:00:00,Senior Editor,Manufacturing,Mass Customer,N,No,726,9
728,Winthrop,Corser,Male,1956-10-03 00:00:00,VP Accounting,Financial Services,Mass Customer,N,Yes,727,11
729,Ammamaria,Standbridge,Female,1973-10-23 00:00:00,Analog Circuit Design manager,Health,Affluent Customer,N,No,728,10
730,Robb,Poll,Male,1968-07-25 00:00:00,Web Designer IV,,Mass Customer,N,No,729,10
731,Lorenza,Cawthorne,Female,1969-12-04 00:00:00,,,Mass Customer,N,No,730,7
732,Bonita,Gethins,Female,1967-01-21 00:00:00,Actuary,Financial Services,Mass Customer,N,No,731,5
733,Ham,Mayoh,Male,1973-11-30 00:00:00,,Manufacturing,Mass Customer,N,No,732,2
734,Leicester,Fynes,Male,1980-07-06 00:00:00,Programmer III,Retail,Affluent Customer,N,No,733,5
735,Khalil,Pennings,Male,1965-04-20 00:00:00,Assistant Manager,Financial Services,Mass Customer,N,Yes,734,11
736,Sansone,Eastcourt,Male,1974-05-24 00:00:00,Help Desk Operator,,High Net Worth,N,No,735,2
737,Sisely,Oppy,Female,1983-07-11 00:00:00,Systems Administrator III,,Mass Customer,N,No,736,9
738,Bunnie,Whines,Female,1984-12-08 00:00:00,,Argiculture,Mass Customer,N,Yes,737,9
739,Arnie,Zorn,Male,1964-12-13 00:00:00,Senior Editor,Manufacturing,Mass Customer,N,No,738,10
740,Farr,Butterick,Male,1994-08-18 00:00:00,,Financial Services,Affluent Customer,N,No,739,11
741,Cristionna,Mapes,Female,1979-02-15 00:00:00,,,Mass Customer,N,No,740,5
742,Dexter,Robelin,Male,1966-04-24 00:00:00,Senior Developer,Manufacturing,Mass Customer,N,No,741,8
743,Pattin,Morican,Male,1981-04-06 00:00:00,VP Accounting,Financial Services,Mass Customer,N,Yes,742,11
744,Heinrik,,Male,1977-08-30 00:00:00,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,743,9
745,Dotty,Maylott,Female,1978-03-22 00:00:00,,Manufacturing,Mass Customer,N,Yes,744,12
746,Aldo,Waistall,Male,1964-07-29 00:00:00,Business Systems Development Analyst,,Affluent Customer,N,Yes,745,8
747,Eula,Bruni,Female,1978-04-24 00:00:00,Database Administrator II,,Mass Customer,N,No,746,10
748,Linet,Postill,Female,1981-04-21 00:00:00,VP Marketing,Financial Services,High Net Worth,N,No,747,3
749,Andreas,Cosin,Male,1972-08-01 00:00:00,Environmental Specialist,Argiculture,Mass Customer,N,No,748,3
750,Izaak,Gisborne,Male,1995-04-08 00:00:00,Analyst Programmer,Retail,Affluent Customer,N,Yes,749,4
751,Amie,Dufty,Female,2001-10-31 00:00:00,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,750,4
752,Kalil,Palombi,Male,1961-06-27 00:00:00,Speech Pathologist,Financial Services,High Net Worth,N,No,751,7
753,Josy,St. Quentin,Female,1970-03-07 00:00:00,Food Chemist,Health,Affluent Customer,Y,Yes,752,8
754,Patsy,Beefon,Female,1979-07-28 00:00:00,Senior Financial Analyst,Financial Services,Mass Customer,N,No,753,10
755,Baily,Imison,Male,1993-07-13 00:00:00,Senior Cost Accountant,Financial Services,Mass Customer,N,No,754,10
756,Carin,Lauthian,Female,1974-09-25 00:00:00,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,755,9
757,Kinsley,Klimus,Male,1977-05-13 00:00:00,Environmental Tech,Financial Services,Mass Customer,N,No,756,9
758,Teena,Birrel,Female,1967-04-07 00:00:00,,Manufacturing,High Net Worth,N,Yes,757,8
759,Mitchel,Schimek,Male,1963-04-18 00:00:00,Clinical Specialist,Health,High Net Worth,N,No,758,5
760,Shamus,Fyndon,Male,1978-03-02 00:00:00,Assistant Professor,,Mass Customer,N,Yes,759,1
761,Vaughan,McCromley,Male,1977-11-27 00:00:00,Media Manager II,Health,Affluent Customer,N,Yes,760,1
762,Kerwin,Jossel,Male,1980-03-06 00:00:00,Environmental Specialist,,Mass Customer,N,Yes,761,8
763,Benita,Cuffley,Female,1987-11-05 00:00:00,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,762,8
764,Samuel,Stiff,Male,1977-03-16 00:00:00,Environmental Tech,Financial Services,Mass Customer,N,Yes,763,9
765,Valeria,Chazette,Female,1984-08-31 00:00:00,,Retail,Affluent Customer,N,No,764,8
766,Nonna,Hun,Female,1975-04-22 00:00:00,,Retail,Mass Customer,N,Yes,765,10
767,Gustav,Kos,Male,1955-12-16 00:00:00,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,766,4
768,Alexia,Wolford,Female,1974-01-14 00:00:00,Web Developer IV,Argiculture,Affluent Customer,N,Yes,767,7
769,Cameron,Letherbury,Male,1961-12-28 00:00:00,Analog Circuit Design manager,IT,Mass Customer,N,No,768,3
770,Zara,Maccaddie,Female,1984-02-05 00:00:00,Software Consultant,IT,High Net Worth,N,Yes,769,8
771,Lammond,MacGeffen,Male,1964-03-12 00:00:00,,,Affluent Customer,N,Yes,770,4
772,Lorianna,Vidyapin,Female,1998-12-26 00:00:00,Community Outreach Specialist,Entertainment,Mass Customer,N,No,771,4
773,Robbie,Handaside,Male,1985-02-12 00:00:00,,Financial Services,Affluent Customer,N,Yes,772,9
774,Phelia,Perotti,Female,1998-11-27 00:00:00,Operator,Manufacturing,High Net Worth,N,No,773,9
775,Nikita,Kilby,Male,1982-09-21 00:00:00,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,774,9
776,Stanley,Seven,Male,1980-09-24 00:00:00,Financial Analyst,Financial Services,High Net Worth,N,No,775,3
777,Wolfgang,Tarrier,Male,1993-01-09 00:00:00,Paralegal,Financial Services,High Net Worth,N,No,776,10
778,Stacy,Pozzi,Male,1976-11-17 00:00:00,Assistant Professor,Manufacturing,High Net Worth,N,No,777,3
779,Maddy,Larrat,Female,1992-02-10 00:00:00,Staff Accountant III,Health,High Net Worth,N,No,778,2
780,Kim,,Female,1973-10-12 00:00:00,Professor,Financial Services,Mass Customer,N,No,779,6
781,Elvis,O'Leagham,Male,1958-11-15 00:00:00,Legal Assistant,Manufacturing,Mass Customer,N,No,780,8
782,Bevvy,Siegertsz,Female,1976-08-29 00:00:00,Geological Engineer,Manufacturing,Mass Customer,N,No,781,10
783,Rudd,Strangeways,Male,1985-07-25 00:00:00,Information Systems Manager,Retail,Affluent Customer,N,No,782,7
784,Frederik,Duckett,Male,1977-01-24 00:00:00,Accounting Assistant III,IT,High Net Worth,N,Yes,783,9
785,Anthea,Guesford,Female,1979-08-26 00:00:00,Assistant Professor,Manufacturing,Mass Customer,N,Yes,784,11
786,Francklin,Ubanks,Male,1985-02-14 00:00:00,,Financial Services,Affluent Customer,N,No,785,9
787,Norma,Batrim,Female,1996-12-15 00:00:00,,Retail,Affluent Customer,N,Yes,786,10
788,Gregg,Townsend,Male,1964-07-01 00:00:00,Social Worker,Health,Mass Customer,N,No,787,7
789,Gabrielle,Giraudot,Female,1978-04-28 00:00:00,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,788,10
790,Yvonne,,Female,1968-03-24 00:00:00,Senior Editor,,Affluent Customer,N,No,789,3
791,Tootsie,Hurt,Female,1968-09-29 00:00:00,Professor,Manufacturing,Mass Customer,N,Yes,790,9
792,Mitch,Rains,Male,1975-11-19 00:00:00,Structural Engineer,,High Net Worth,N,Yes,791,8
793,Kissie,Delong,Female,1989-01-30 00:00:00,Actuary,Financial Services,High Net Worth,N,Yes,792,8
794,Scott,Ommundsen,Male,1955-05-12 00:00:00,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,793,9
795,Cassy,Awdry,Female,1973-08-20 00:00:00,Environmental Tech,Financial Services,High Net Worth,N,No,794,8
796,Ira,Lamlin,Female,1997-05-27 00:00:00,Financial Analyst,Financial Services,Mass Customer,N,No,795,4
797,Meridel,Rawet,Female,1973-10-20 00:00:00,Internal Auditor,Financial Services,Mass Customer,N,No,796,3
798,Dorita,Blackburne,Female,1988-05-20 00:00:00,Teacher,Financial Services,High Net Worth,N,No,797,7
799,Harland,Spilisy,U,,Programmer I,IT,Mass Customer,N,Yes,798,7
800,Quint,Popov,Male,1978-12-31 00:00:00,Account Coordinator,Manufacturing,Mass Customer,N,No,799,7
801,Bertram,Linn,Male,1980-10-08 00:00:00,Geologist IV,,Affluent Customer,N,No,800,8
802,Ailyn,Carberry,Female,1986-02-20 00:00:00,Financial Analyst,Financial Services,Mass Customer,N,No,801,9
803,Nina,Murcutt,Female,1999-11-11 00:00:00,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,802,8
804,Henrietta,Seater,Female,1999-06-17 00:00:00,Technical Writer,,High Net Worth,N,Yes,803,2
805,Jorrie,Hanhardt,Female,1960-04-19 00:00:00,Electrical Engineer,Manufacturing,Mass Customer,N,No,804,8
806,Carter,Kaesmakers,Male,1992-07-28 00:00:00,Sales Representative,Retail,Mass Customer,N,Yes,805,9
807,Lorne,Quested,Female,1980-11-25 00:00:00,Safety Technician I,,Affluent Customer,N,No,806,10
808,Nigel,Phippard,Male,1979-11-21 00:00:00,Social Worker,Health,High Net Worth,N,Yes,807,4
809,Nevsa,Washtell,Female,1977-10-23 00:00:00,Biostatistician III,Health,Mass Customer,N,No,808,12
810,Fawnia,Bartrum,Female,1998-04-04 00:00:00,Software Test Engineer IV,Health,Mass Customer,N,Yes,809,8
811,Ive,Chapelhow,Male,1984-01-13 00:00:00,Nurse Practicioner,,Mass Customer,N,No,810,11
812,Coral,Dunkirk,Female,1989-09-22 00:00:00,,Financial Services,Mass Customer,N,No,811,10
813,Lisette,Nesbit,Female,1962-03-21 00:00:00,Account Representative III,Health,Mass Customer,N,No,812,5
814,Raffarty,Giacomoni,Male,1959-12-23 00:00:00,Analog Circuit Design manager,Manufacturing,Mass Customer,N,No,813,11
815,Caryn,Sampey,Female,1974-07-06 00:00:00,,Manufacturing,Mass Customer,N,Yes,814,12
816,Donni,Boor,Female,1957-01-10 00:00:00,Product Engineer,Manufacturing,Mass Customer,N,No,815,12
817,Niel,Abilowitz,Male,1992-04-08 00:00:00,Editor,Financial Services,Mass Customer,N,Yes,816,8
818,Beverie,Bosanko,Female,1973-12-21 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,No,817,5
819,Temp,Thebeau,Male,1975-07-17 00:00:00,Associate Professor,Manufacturing,Affluent Customer,N,Yes,818,11
820,Cecilia,Chipchase,Female,1977-01-06 00:00:00,,Financial Services,High Net Worth,N,No,819,3
821,Gregoor,Aronovitz,Male,1981-07-24 00:00:00,Financial Analyst,Financial Services,Mass Customer,N,Yes,820,12
822,Ardis,Tomlett,Female,1974-10-23 00:00:00,Sales Associate,Health,High Net Worth,N,No,821,8
823,Stesha,Morecombe,Female,1990-02-17 00:00:00,Internal Auditor,Manufacturing,Affluent Customer,N,No,822,11
824,Fleurette,Whardley,Female,1977-02-27 00:00:00,Financial Advisor,Financial Services,Affluent Customer,N,Yes,823,11
825,Willis,Whyler,Male,1975-08-15 00:00:00,Computer Systems Analyst IV,,Affluent Customer,N,Yes,824,8
826,Marc,Waddilove,Male,1998-12-25 00:00:00,Recruiting Manager,Financial Services,Mass Customer,N,Yes,825,8
827,Phillis,Rudwell,Female,1996-05-07 00:00:00,,Health,Affluent Customer,N,No,826,4
828,Darda,Kernocke,Female,1957-12-14 00:00:00,,Health,Mass Customer,N,Yes,827,3
829,Byran,Goodfield,Male,2001-01-22 00:00:00,Environmental Tech,Financial Services,High Net Worth,N,Yes,828,7
830,Jayson,Chilcott,Male,1981-05-31 00:00:00,VP Quality Control,Manufacturing,Affluent Customer,N,No,829,7
831,Teddy,Keijser,Male,1973-04-20 00:00:00,Paralegal,Financial Services,Affluent Customer,N,No,830,10
832,Shaun,Murphey,Male,1977-11-30 00:00:00,Research Assistant IV,Retail,Mass Customer,N,No,831,10
833,Wadsworth,Hubane,Male,1995-10-03 00:00:00,Safety Technician II,,High Net Worth,N,Yes,832,8
834,Rudolf,Brandes,Male,1973-04-07 00:00:00,Environmental Tech,Financial Services,Mass Customer,N,No,833,3
835,Zachary,Matyukon,Male,1968-04-22 00:00:00,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,834,1
836,Clemence,Vautre,Female,1990-04-02 00:00:00,Actuary,Financial Services,Mass Customer,N,Yes,835,3
837,Derick,Fasler,Male,1957-01-11 00:00:00,Internal Auditor,,Mass Customer,N,Yes,836,11
838,Hayden,Heersema,Male,1971-02-03 00:00:00,Financial Advisor,Financial Services,High Net Worth,N,No,837,6
839,Charis,Greaves,U,,Structural Analysis Engineer,IT,Mass Customer,N,Yes,838,10
840,Chas,Carabet,Male,1964-06-20 00:00:00,VP Sales,Financial Services,Affluent Customer,N,Yes,839,5
841,Hanan,McGreay,Male,1966-09-22 00:00:00,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,840,7
